Client_ID,Sector,Region,Project_Type,Subscription_Type,Contract_Value,Monthly_Revenue,Total_Revenue,Employee_Hours,Hourly_Rate,Operational_Cost,Support_Tickets,Escalations,Client_Tenure_Months,Satisfaction_Score,Renewal_Status,Discount_Offered,Payment_Delay_Days,Resource_Count,Project_Duration_Days
503,Manufacturing,East,Implementation,Standard,226118,6881,239736,167,1820,184469,31,3,14,2.05,No,24,58,5,32
504,IT,East,Implementation,Premium,322158,38037,388821,173,1653,133313,33,8,10,3.3,No,3,2,1,236
505,IT,North,Support,Premium,245497,6630,478641,122,1816,178981,6,1,3,3.79,Yes,25,16,4,50
506,Retail,North,Consulting,Basic,446489,25789,144817,95,1696,31352,41,9,38,1.66,No,3,77,6,322
507,Finance,North,Support,Premium,228207,27523,298657,123,1443,111975,47,0,29,1.59,Yes,17,77,4,44
508,Finance,East,Consulting,Standard,414986,22958,277033,133,1547,103848,9,9,15,2.83,Yes,2,45,7,235
509,Manufacturing,East,Implementation,Basic,474097,48852,291414,58,1622,156510,49,7,23,2.54,Yes,0,37,7,231
510,Retail,South,Support,Basic,128077,6695,316812,85,1929,54999,16,8,23,3.86,No,16,34,6,149
511,IT,South,Consulting,Premium,189784,19821,364958,64,855,28482,29,6,18,1.28,No,6,0,9,166
512,Finance,North,Consulting,Basic,255776,8262,230956,65,638,173543,20,7,46,4.89,Yes,29,28,2,329
513,Retail,West,Implementation,Basic,365018,6445,417489,104,1697,57279,12,3,19,1.06,Yes,15,3,8,324
514,Finance,West,Support,Basic,119087,21436,317134,53,528,119413,0,3,28,3.41,Yes,29,60,8,54
515,Finance,East,Support,Basic,324441,14949,422232,168,1430,64213,0,1,26,3.25,Yes,4,16,4,341
516,IT,East,Support,Basic,290341,28963,81650,195,995,123909,46,7,10,1.54,No,18,27,6,263
517,Healthcare,East,Implementation,Basic,339272,34932,416386,96,1513,23026,32,1,47,1.6,Yes,6,49,6,150
518,Manufacturing,North,Support,Standard,118368,11901,230521,190,1154,95184,37,8,4,4.17,No,13,89,5,119
519,Manufacturing,West,Implementation,Premium,269571,38487,230733,93,1327,15435,24,3,55,4.55,Yes,1,7,1,349
520,IT,South,Implementation,Standard,391102,13597,302037,160,850,149565,25,0,2,2.13,No,2,33,3,229
521,Finance,North,Implementation,Basic,345064,11855,140428,165,1053,69321,12,3,3,2.75,No,16,58,7,209
522,Retail,South,Consulting,Basic,301514,23678,266251,25,798,143835,27,2,7,2.42,No,15,17,8,105
523,Finance,South,Support,Premium,454372,13263,594231,174,1715,30389,32,5,55,1.29,No,7,58,2,166
524,IT,North,Support,Standard,192180,30805,498976,158,563,41498,36,6,16,3.69,No,17,26,3,167
525,Manufacturing,South,Implementation,Premium,475061,31143,81042,154,1254,73755,40,7,31,4.3,Yes,14,15,4,39
526,Finance,West,Implementation,Standard,446016,16874,378903,46,1269,111545,29,1,10,2.22,Yes,6,9,5,230
527,Manufacturing,South,Support,Basic,309904,32529,428117,86,1738,45825,48,5,19,4.96,No,26,75,3,347
528,Retail,West,Implementation,Premium,485928,25866,442811,156,1333,26934,47,5,28,1.3,Yes,8,21,5,248
529,Manufacturing,West,Support,Premium,445826,19079,561691,167,665,15574,7,9,17,3.65,Yes,5,15,8,89
530,Manufacturing,West,Consulting,Basic,127603,12243,274304,54,1755,140698,48,4,28,2.79,Yes,17,11,8,176
531,Healthcare,East,Implementation,Premium,83872,34872,456178,155,1718,179251,46,9,19,2.79,Yes,17,74,2,136
532,Healthcare,South,Support,Standard,322872,14018,498963,71,1005,142659,0,9,37,2.83,Yes,24,83,6,67
533,Healthcare,North,Implementation,Standard,407246,17100,374493,173,1857,52782,11,6,23,2.03,Yes,25,50,4,163
534,Manufacturing,North,Support,Standard,434193,24800,261904,109,1292,195484,4,2,20,3.86,Yes,23,0,9,250
535,IT,South,Support,Standard,332727,31910,65730,61,1827,70561,23,3,13,3.89,No,13,26,2,332
536,Manufacturing,East,Implementation,Basic,135774,34437,467137,28,1332,145481,5,9,13,2.13,Yes,13,66,8,162
537,IT,East,Consulting,Premium,450479,42588,262210,118,1960,137159,24,8,43,4.34,Yes,13,11,1,363
538,IT,West,Support,Standard,438518,16001,79023,53,1846,36751,0,3,11,2.27,Yes,24,29,6,82
539,Healthcare,South,Support,Basic,248522,24942,405430,16,1357,48174,24,2,48,3.9,No,3,8,1,91
540,Finance,South,Support,Premium,270357,25862,468213,181,1916,132678,0,1,15,1.48,No,3,52,2,52
541,Retail,North,Consulting,Premium,462672,16669,580610,126,1305,66572,31,4,17,1.67,Yes,14,60,3,73
542,Healthcare,South,Consulting,Basic,403262,20916,80923,77,1672,71416,41,3,54,2.26,No,14,53,9,337
543,Healthcare,East,Implementation,Basic,115942,15878,456103,43,1260,153113,41,7,50,3.38,No,17,36,5,75
544,Finance,South,Consulting,Standard,63689,7985,254795,78,1332,164299,2,6,28,3.58,Yes,13,64,2,176
545,Retail,North,Implementation,Premium,476150,37369,293462,64,1928,45201,48,5,19,2.59,No,25,41,5,245
546,Manufacturing,West,Implementation,Premium,83276,13112,111413,19,782,46069,18,1,4,1.31,Yes,0,48,5,76
547,Manufacturing,North,Consulting,Basic,151968,46235,315719,51,1885,36370,42,2,22,2.49,No,9,3,1,337
548,Healthcare,North,Implementation,Premium,463089,23931,393720,50,878,135342,28,9,22,3.76,Yes,28,63,3,53
549,Retail,West,Consulting,Standard,325194,32340,332448,131,697,152658,49,8,55,3.68,No,19,78,5,174
550,Healthcare,North,Implementation,Premium,116216,5336,470226,147,1514,191303,1,8,37,1.64,Yes,9,50,9,118
551,IT,North,Consulting,Basic,265516,47933,187039,19,1523,135758,8,4,39,1.03,Yes,9,71,1,203
552,Healthcare,South,Consulting,Basic,396184,24363,240074,111,1055,146394,16,2,34,4.01,No,26,59,8,93
553,Healthcare,South,Implementation,Standard,71644,8968,191562,197,855,75294,45,1,33,1.43,Yes,23,86,1,148
554,Manufacturing,West,Support,Standard,112021,38678,63729,137,1952,89468,35,7,44,1.33,Yes,1,78,9,252
555,Manufacturing,South,Implementation,Premium,218197,21279,407360,188,1540,170371,16,5,42,1.01,No,28,30,6,185
556,Manufacturing,South,Consulting,Premium,92291,8129,318360,158,1138,100715,48,9,40,2.73,Yes,27,71,1,207
557,IT,North,Support,Basic,478276,43215,419014,145,878,80793,11,6,33,3.01,Yes,26,57,8,349
558,Manufacturing,East,Implementation,Standard,444754,43897,81398,101,1179,187573,19,0,12,3.55,No,7,81,5,85
559,Retail,South,Implementation,Standard,479392,10850,356794,122,1005,198206,49,0,2,2.18,Yes,0,3,7,88
560,Finance,East,Implementation,Standard,353664,25588,325303,87,1398,121672,2,9,59,3.84,No,0,21,7,249
561,Retail,South,Support,Premium,75675,45214,420306,94,575,150849,42,1,28,1.68,Yes,3,2,7,214
562,Retail,South,Consulting,Standard,199359,16949,515982,39,730,152321,49,9,10,4.33,No,6,78,6,76
563,Manufacturing,West,Implementation,Basic,312318,13519,285959,58,1461,130902,3,2,22,3.29,No,8,46,8,131
564,Finance,West,Implementation,Basic,142268,31375,470281,18,1771,31390,16,0,17,3.34,Yes,15,37,9,73
565,Finance,West,Implementation,Premium,347142,38082,499727,154,801,30369,49,4,26,1.84,No,4,32,2,44
566,Finance,East,Implementation,Premium,234384,16737,578490,78,1225,153953,36,2,3,1.3,Yes,1,77,7,265
567,IT,North,Implementation,Standard,455328,6134,523092,67,714,19587,45,0,7,2.86,Yes,27,47,2,80
568,Manufacturing,South,Consulting,Premium,155410,15938,94924,194,1681,117009,41,7,44,3.46,No,22,64,6,338
569,Finance,South,Consulting,Basic,387369,29486,272792,71,568,148905,14,5,8,1.38,Yes,10,25,2,63
570,IT,South,Implementation,Standard,356958,31096,493950,61,892,57013,32,8,20,4.8,Yes,17,7,6,153
571,Healthcare,East,Support,Basic,397235,46115,62159,198,1608,127341,15,2,12,4.92,No,24,49,2,106
572,Healthcare,West,Consulting,Standard,362863,10592,530192,49,766,137785,10,8,35,3.18,Yes,24,79,1,152
573,IT,North,Support,Premium,179887,23108,598966,175,1592,156826,19,8,17,4.8,Yes,18,37,7,234
574,IT,East,Consulting,Standard,346063,22270,500420,180,1110,117584,37,0,28,1.72,No,12,9,3,257
575,Manufacturing,West,Implementation,Standard,385299,32649,465237,72,1870,88113,23,2,41,1.1,Yes,23,41,4,99
576,Manufacturing,East,Consulting,Basic,383713,15997,214536,156,1508,96784,15,5,10,1.16,Yes,10,36,6,259
577,Healthcare,North,Implementation,Basic,353472,38489,483448,59,1461,45282,29,7,22,3.35,No,19,25,5,50
578,Finance,West,Consulting,Standard,251554,14104,561233,170,1227,177809,33,3,38,1.25,Yes,18,11,4,137
579,Healthcare,East,Implementation,Premium,336762,5870,300970,150,1172,34124,0,4,57,4.83,Yes,16,83,9,270
580,Finance,North,Implementation,Premium,84675,33684,60901,87,922,80102,23,8,33,1.57,No,4,48,6,280
581,Finance,South,Implementation,Basic,331063,44519,147980,106,1697,143268,23,5,22,2.22,Yes,12,13,6,164
582,Manufacturing,North,Implementation,Premium,316317,39524,429738,199,614,71527,8,6,44,4.29,Yes,29,45,2,119
583,Retail,South,Support,Basic,421513,35957,536813,52,719,140371,21,6,37,1.87,No,26,34,6,108
584,Retail,East,Implementation,Premium,338544,38885,352007,186,530,140942,11,3,13,1.97,No,19,28,7,206
585,IT,West,Support,Standard,231517,49369,458838,45,1866,106651,16,3,27,3.57,Yes,0,11,8,327
586,Manufacturing,West,Support,Basic,120305,40596,575956,131,1900,95395,24,3,15,2.1,Yes,9,81,8,337
587,Finance,East,Implementation,Basic,218636,34866,536384,117,1653,21345,27,4,22,1.87,No,7,43,9,131
588,Retail,West,Support,Standard,489030,35676,547063,19,1116,134544,14,4,30,2.02,Yes,23,65,3,364
589,Finance,West,Consulting,Basic,138791,18878,311839,104,1038,44077,29,7,43,2.96,Yes,28,1,7,141
590,Retail,South,Implementation,Premium,209034,44760,381395,15,1238,140429,26,8,40,4.86,Yes,7,58,7,210
591,Retail,East,Support,Premium,120533,32559,447773,66,1525,22055,21,1,37,4.33,No,18,16,1,133
592,Retail,North,Implementation,Basic,237256,11771,82499,138,1370,113693,9,6,34,2.14,Yes,5,9,8,45
593,Manufacturing,South,Implementation,Premium,415735,21526,504844,80,600,95283,30,0,44,2.45,Yes,11,17,4,125
594,Healthcare,East,Implementation,Basic,191650,34896,457819,195,1581,54484,26,0,34,2.86,No,27,21,5,322
595,Finance,South,Support,Standard,181060,36923,546525,30,1912,87514,11,3,58,4.92,No,6,82,6,175
596,Manufacturing,North,Consulting,Basic,199696,41203,203704,101,1191,100135,45,9,48,1.69,No,15,57,3,331
597,Manufacturing,North,Consulting,Standard,351338,44390,151873,136,1440,45771,30,6,53,2.43,Yes,8,52,5,31
598,Manufacturing,East,Support,Premium,422047,17852,125756,89,840,198726,31,1,35,3.92,Yes,20,0,5,148
599,Manufacturing,North,Implementation,Standard,443605,48391,500210,65,1360,187612,31,1,42,4.86,No,24,87,1,123
600,Manufacturing,South,Support,Premium,411447,6848,254454,125,1543,120284,40,0,19,1.62,Yes,21,60,3,220
601,IT,North,Support,Basic,292188,36027,378488,157,1778,127399,44,9,8,1.91,Yes,9,88,3,32
602,Finance,South,Support,Premium,426047,40464,506991,191,1840,114885,34,1,39,1.9,Yes,9,30,1,140
603,Manufacturing,South,Implementation,Basic,379535,39485,460565,34,537,170449,45,6,33,1.08,Yes,9,30,7,206
604,Finance,North,Support,Basic,287501,24456,495840,165,1159,190645,20,8,44,3.42,No,19,65,1,286
605,IT,East,Implementation,Standard,457010,14259,181897,14,1909,183805,9,5,28,3.68,No,28,18,7,51
606,IT,West,Support,Standard,370146,40554,580082,129,1427,139344,15,9,37,3.41,Yes,15,52,4,249
607,Finance,North,Consulting,Standard,347675,18409,359488,30,1549,152832,6,1,48,1.29,No,0,75,9,202
608,Retail,South,Support,Standard,233887,8791,143791,27,953,123226,3,9,25,1.28,Yes,16,73,7,253
609,Healthcare,South,Support,Premium,54986,30864,192534,184,1846,109250,26,9,36,1.84,Yes,29,21,5,94
610,Retail,North,Consulting,Premium,344442,41639,141441,66,1236,35762,24,8,17,2.16,No,25,22,7,306
611,Retail,East,Implementation,Premium,313625,39574,297612,102,1318,192058,30,6,24,4.15,No,20,86,9,278
612,Retail,East,Implementation,Basic,368552,22888,493797,28,1272,175404,10,0,21,1.64,Yes,28,14,6,289
613,Manufacturing,South,Support,Premium,250339,24692,291444,137,512,181172,47,8,2,1.18,Yes,13,25,1,160
614,IT,South,Consulting,Premium,171950,28501,197263,106,1414,146016,19,1,31,2.58,Yes,18,2,6,142
615,Retail,East,Implementation,Premium,460051,18304,405578,140,1420,58825,35,3,44,2.67,Yes,20,86,1,315
616,IT,West,Support,Standard,175355,32527,107645,179,1324,23877,16,8,33,2.8,No,20,19,4,316
617,Finance,North,Consulting,Premium,77798,23074,299608,30,870,171062,44,3,30,4.31,No,16,39,8,240
618,Healthcare,South,Implementation,Basic,141649,20549,576369,49,1814,139065,10,2,12,1.39,Yes,13,38,5,49
619,Finance,South,Implementation,Standard,377031,34963,409115,76,831,118443,29,0,44,3.82,Yes,7,71,5,244
620,Finance,East,Consulting,Basic,69477,30920,162780,162,760,109612,34,6,12,2.35,No,20,17,8,339
621,Manufacturing,North,Consulting,Premium,460482,35826,483240,136,1728,127674,40,5,51,2.24,Yes,20,40,8,280
622,Healthcare,East,Consulting,Standard,267400,41071,502846,64,1196,125074,37,9,57,4.73,No,8,69,1,300
623,Finance,North,Consulting,Basic,267060,21061,60515,189,1186,196355,21,3,49,1.99,Yes,7,26,5,209
624,Finance,North,Support,Premium,439959,33810,368360,181,1449,144330,42,5,52,3.57,No,12,14,5,223
625,Healthcare,North,Consulting,Basic,486742,27800,393977,118,886,41629,47,5,24,2.1,Yes,16,36,8,342
626,Healthcare,South,Implementation,Basic,439570,48423,568175,107,1320,178651,26,3,24,3.03,Yes,18,57,1,108
627,Finance,West,Implementation,Basic,455105,46692,133870,193,967,164030,36,5,58,4.15,Yes,27,4,7,209
628,Healthcare,East,Support,Premium,336479,14940,197080,192,1938,180537,45,9,11,4.53,No,6,72,7,192
629,Finance,West,Implementation,Premium,454470,8924,156502,121,568,25775,48,7,13,4.35,No,16,6,9,231
630,Finance,East,Implementation,Basic,398754,33054,492206,124,1995,175279,34,2,27,3.33,Yes,0,40,2,43
631,Manufacturing,North,Consulting,Standard,323586,14783,538977,126,1627,163625,3,3,8,2,Yes,4,83,3,275
632,Retail,South,Implementation,Standard,358433,42253,488556,96,1684,194704,15,9,10,3.64,Yes,24,9,4,43
633,Finance,West,Support,Premium,365891,18233,589321,90,699,10055,15,0,8,3.84,Yes,5,61,1,128
634,IT,South,Consulting,Premium,349471,29484,395468,75,715,98697,20,3,20,1.04,No,25,25,7,62
635,Retail,East,Consulting,Premium,459415,30068,540350,28,711,173945,25,9,8,2.76,No,1,67,3,286
636,Retail,South,Support,Premium,384971,5191,556232,144,1007,111505,35,9,9,4.37,No,26,23,3,63
637,Retail,South,Consulting,Premium,156464,30074,548455,127,515,90720,18,8,7,2.96,Yes,24,77,3,48
638,Manufacturing,West,Consulting,Standard,181184,9917,322210,51,1383,88199,16,7,14,2.25,Yes,15,40,8,181
639,Finance,North,Support,Premium,137051,43599,591821,51,831,166390,44,3,28,4.49,No,21,64,9,289
640,Manufacturing,South,Consulting,Basic,200653,30832,437972,68,1216,43734,25,6,2,1.62,Yes,4,16,2,193
641,Finance,North,Support,Basic,295300,47928,310231,29,1050,159594,21,9,57,1.83,No,4,23,1,106
642,Manufacturing,East,Support,Standard,109722,25706,72940,82,1441,152728,27,2,43,3.75,No,11,26,9,343
643,Manufacturing,South,Implementation,Basic,142036,18682,440171,26,755,156965,0,8,8,2.41,No,2,6,6,166
644,IT,West,Implementation,Standard,278634,31762,286377,36,1491,26493,43,9,13,3.85,No,29,72,9,237
645,Manufacturing,East,Consulting,Standard,197595,28383,510043,184,1227,144704,35,3,21,1.63,Yes,15,11,6,271
646,Healthcare,East,Consulting,Basic,379104,32796,84648,11,1379,105872,42,1,47,2.01,No,5,84,2,96
647,IT,West,Support,Premium,298709,28666,92966,72,1314,71779,36,9,28,1.63,Yes,14,2,1,145
648,Manufacturing,South,Consulting,Basic,331696,30662,480993,71,1695,179524,1,4,35,4.81,No,14,78,8,231
649,Retail,South,Support,Basic,191880,39642,315733,109,1148,154338,16,1,23,2.62,No,28,84,3,279
650,Healthcare,East,Support,Standard,285419,46830,223639,28,1499,131187,39,9,46,2.35,No,15,9,1,307
651,Healthcare,South,Consulting,Basic,204692,42531,306331,26,970,126603,37,5,15,1.06,No,19,32,8,141
652,Healthcare,North,Support,Standard,313031,15234,102598,78,1907,71607,20,9,2,1.61,Yes,12,45,1,360
653,IT,West,Implementation,Premium,343946,14221,250271,176,1189,26940,8,0,51,2.68,Yes,11,58,8,263
654,Manufacturing,North,Consulting,Premium,135024,16410,467014,126,1199,165075,12,5,12,1.27,Yes,9,51,1,205
655,Manufacturing,South,Implementation,Premium,295809,19519,308004,90,1006,137880,10,3,57,3.04,Yes,13,5,9,172
656,Retail,East,Consulting,Basic,168639,6051,77118,48,1491,108408,15,2,52,2.82,No,1,1,9,61
657,Retail,West,Support,Standard,430392,49993,82616,45,1509,44815,15,1,36,4.07,Yes,28,28,9,210
658,Healthcare,South,Consulting,Premium,131938,14765,191870,177,1303,171941,1,6,3,3.64,Yes,2,39,3,96
659,Retail,South,Implementation,Standard,267813,16382,329745,182,1330,59297,41,8,5,2.78,No,8,60,4,33
660,IT,East,Support,Standard,302100,17580,62795,141,1848,70107,43,2,3,1.9,Yes,10,67,5,315
661,Manufacturing,East,Consulting,Premium,434890,37323,157462,162,713,92793,7,5,57,3.91,Yes,10,67,6,298
662,Healthcare,North,Consulting,Premium,338193,49757,498480,167,1731,157754,42,8,47,3.83,Yes,24,28,9,265
663,Retail,West,Consulting,Standard,389933,16939,425036,38,668,29622,41,1,19,1.61,Yes,21,61,4,306
664,IT,West,Implementation,Premium,134526,34964,394977,60,1853,40408,12,6,2,4.66,No,9,59,6,70
665,IT,East,Implementation,Standard,451062,5307,582904,161,1803,149909,16,4,44,1.26,No,25,83,1,150
666,Retail,North,Consulting,Standard,96220,8359,325228,23,1477,156479,38,4,37,1.22,Yes,13,40,2,304
667,Manufacturing,West,Support,Premium,358307,34648,529862,78,1828,170381,23,6,54,1.75,No,8,86,8,260
668,Retail,East,Support,Basic,446981,40944,192201,155,645,103190,2,8,17,4.64,Yes,19,81,4,333
669,Healthcare,South,Implementation,Premium,429270,39019,219094,179,1015,159967,29,3,14,3.08,Yes,26,88,7,115
670,Retail,West,Support,Basic,393630,43134,323749,66,1613,10370,12,8,28,4.15,Yes,20,64,4,92
671,IT,North,Implementation,Standard,488486,32323,137506,21,952,124212,18,9,27,1.91,No,9,63,9,221
672,Retail,North,Consulting,Standard,125277,11226,104130,26,559,10486,6,8,54,2.96,No,21,78,9,322
673,Manufacturing,North,Implementation,Basic,416389,26689,223402,39,1834,33762,8,3,10,2.43,No,28,62,4,60
674,Finance,South,Implementation,Standard,172332,35971,206259,97,1027,36613,18,2,3,4.31,No,8,47,8,359
675,Retail,West,Consulting,Basic,284231,30954,479007,108,1750,13196,44,1,36,1.09,No,28,19,6,175
676,Manufacturing,West,Support,Basic,72931,29423,412580,32,1523,110565,39,8,38,1.98,No,4,36,1,136
677,Manufacturing,South,Implementation,Standard,139116,35391,261682,138,973,86349,21,1,56,1.61,Yes,7,63,7,139
678,IT,West,Implementation,Basic,301671,19330,434485,88,1256,74839,17,5,25,4.44,No,10,85,1,305
679,Manufacturing,South,Consulting,Premium,367777,9891,283034,41,1281,182988,22,4,22,2.87,Yes,0,4,3,239
680,Manufacturing,South,Support,Premium,101913,9992,569394,18,1602,18572,1,4,48,2.62,Yes,20,33,8,168
681,Manufacturing,South,Implementation,Standard,300216,6961,343007,24,932,169297,49,3,39,2.8,No,9,38,9,115
682,Manufacturing,North,Consulting,Standard,144776,17497,373559,165,1676,55853,49,5,47,4.89,Yes,0,66,3,73
683,Healthcare,West,Implementation,Basic,75991,37551,128968,161,900,190462,10,4,30,4.4,Yes,25,80,1,111
684,Healthcare,South,Consulting,Basic,235917,15848,553891,197,1802,173347,30,3,21,3.83,Yes,29,61,1,93
685,IT,West,Support,Basic,154092,18255,310072,172,556,82379,32,8,30,2.16,No,21,87,7,350
686,Retail,North,Support,Basic,279577,9567,61515,36,1502,142177,13,5,28,1.66,No,6,23,5,84
687,Manufacturing,South,Support,Premium,236384,44281,157206,118,685,126074,15,9,31,4.69,Yes,27,2,1,103
688,Retail,East,Support,Premium,453777,25389,305282,85,897,53209,10,9,57,2.69,No,13,70,6,158
689,Retail,North,Implementation,Standard,460117,49523,467821,157,1104,183559,32,9,52,2.12,Yes,4,88,6,285
690,IT,East,Implementation,Basic,287113,48919,65586,74,1287,159123,6,2,26,2.88,No,16,66,4,260
691,Manufacturing,West,Support,Basic,145556,21567,445134,186,657,104244,30,9,43,4.67,Yes,21,78,7,166
692,Manufacturing,West,Support,Standard,375019,8358,409173,118,1882,110300,47,5,22,2.55,Yes,25,49,7,141
693,Finance,North,Support,Basic,206989,27999,80039,138,1963,124682,45,0,21,3.25,No,20,28,9,337
694,Retail,West,Implementation,Basic,374264,47358,266555,19,1088,67175,46,4,1,4.21,No,5,73,1,175
695,Retail,East,Support,Basic,445204,15988,551087,56,965,147921,13,9,37,2.71,No,15,31,5,62
696,Healthcare,South,Support,Basic,422185,45446,279730,132,945,111551,27,5,13,1.93,No,10,86,3,289
697,Finance,South,Support,Basic,178467,36521,61577,68,1300,28976,42,7,21,4.98,No,9,38,7,116
698,Healthcare,South,Consulting,Standard,457472,10698,167792,105,1596,140617,15,8,46,4.83,Yes,14,8,4,360
699,Healthcare,North,Support,Basic,430634,6273,298540,199,1428,109794,18,2,9,4.37,Yes,6,13,4,294
700,Healthcare,West,Consulting,Standard,268800,32543,288506,112,516,66866,16,1,17,3.75,Yes,22,67,1,349
701,IT,East,Consulting,Basic,176155,36349,70785,133,1230,127752,25,3,47,2.18,No,1,63,1,59
702,IT,West,Support,Premium,340374,16241,132227,95,825,57078,5,7,21,4.65,No,11,19,2,261
703,Healthcare,West,Consulting,Premium,109778,14497,470513,155,1494,41113,42,7,31,2.1,Yes,18,27,2,105
704,Finance,West,Support,Premium,95833,46875,307941,121,1112,25401,48,2,39,4.2,Yes,11,13,1,158
705,Retail,South,Implementation,Premium,334769,37703,210653,183,1045,153956,8,3,59,4.67,Yes,15,43,8,300
706,Finance,East,Implementation,Standard,82088,49041,377336,169,1095,178635,49,2,54,3.41,Yes,5,76,6,118
707,Manufacturing,East,Implementation,Standard,260722,36954,323606,36,1420,175486,16,9,22,4.21,No,2,38,6,199
708,IT,West,Implementation,Basic,484383,13002,450992,27,1341,157214,30,1,12,4.17,Yes,1,27,9,157
709,Retail,South,Consulting,Premium,416081,9247,398250,176,1725,81492,11,3,55,1.77,No,19,63,5,203
710,Retail,South,Support,Standard,246375,46988,370809,186,843,86693,22,5,6,3.67,Yes,4,88,4,55
711,Manufacturing,East,Support,Basic,126361,26698,403154,91,1358,45135,4,4,53,1.37,No,10,31,6,90
712,Manufacturing,South,Support,Basic,400373,24738,284737,181,1923,37862,42,2,16,3.03,No,25,8,8,96
713,Healthcare,South,Implementation,Standard,185189,15703,597674,81,1741,146262,35,1,26,1.65,No,24,27,1,55
714,IT,South,Implementation,Premium,140265,22570,446213,63,944,80199,35,8,5,2.67,No,2,16,7,112
715,IT,North,Support,Basic,147718,17392,114460,171,721,115366,2,0,9,4.33,Yes,2,86,8,89
716,Finance,West,Implementation,Premium,372854,49724,459437,80,1906,14331,23,8,46,4.95,Yes,21,76,9,68
717,Healthcare,East,Support,Premium,144876,37299,476690,173,1091,193258,16,0,40,2.27,Yes,4,54,8,152
718,Healthcare,East,Support,Premium,80949,20641,175375,155,1530,54648,38,6,14,3.13,No,21,9,7,321
719,Healthcare,North,Support,Basic,465763,18998,212117,47,1795,38549,25,5,44,3.05,Yes,22,79,3,306
720,Healthcare,West,Support,Premium,262954,11305,176582,196,1517,35761,3,6,42,4.82,Yes,10,5,2,333
721,IT,East,Support,Basic,380280,37726,558909,146,515,13262,44,2,30,2.91,Yes,2,47,3,311
722,IT,South,Support,Premium,161541,23782,112949,188,1947,192331,11,2,52,3.8,No,12,74,4,220
723,Healthcare,East,Support,Basic,245691,17721,523930,44,1023,82572,0,0,52,4.69,No,20,66,4,321
724,Finance,South,Implementation,Premium,111842,44763,155558,91,1302,194544,20,3,26,2.49,No,7,40,6,181
725,Retail,North,Support,Standard,282930,17427,468456,142,520,97858,18,1,53,4.61,Yes,19,78,7,262
726,Retail,South,Support,Premium,339134,25566,207646,151,727,94667,20,9,45,4.67,Yes,9,59,4,175
727,Finance,East,Implementation,Premium,197265,7230,526933,167,1507,14677,17,7,29,4.72,Yes,1,76,6,300
728,Healthcare,East,Implementation,Basic,342253,11511,564515,13,1811,140334,42,2,19,2.08,No,3,41,9,364
729,IT,East,Implementation,Basic,180356,47229,131916,176,1308,111437,2,6,47,2.6,Yes,17,80,6,163
730,Retail,North,Support,Premium,462449,31177,319590,162,1657,191689,48,6,8,4.48,No,18,70,3,200
731,Manufacturing,North,Consulting,Standard,294629,9765,134694,165,1806,159667,43,8,23,2.44,No,3,27,1,57
732,Manufacturing,West,Consulting,Standard,262802,25354,473867,159,903,70148,31,5,53,3.4,No,19,12,5,165
733,Finance,East,Implementation,Basic,440277,28929,342152,168,1589,56926,9,0,42,1.47,No,25,80,3,270
734,Healthcare,South,Consulting,Standard,215582,33820,130474,32,936,85271,39,7,35,1.23,Yes,8,14,8,257
735,Retail,North,Implementation,Premium,313450,34523,410068,57,1328,44457,14,0,31,2.65,Yes,15,35,1,316
736,Healthcare,East,Support,Basic,53849,10552,322048,157,1433,52531,4,2,53,3.32,No,25,14,2,332
737,Retail,East,Consulting,Premium,62360,5627,114970,134,758,138027,3,4,35,2.57,Yes,5,74,3,63
738,Finance,North,Support,Basic,423216,16989,338910,175,602,55771,27,7,32,3.31,No,24,55,3,31
739,Finance,West,Consulting,Basic,303279,18780,464911,64,1492,103135,3,8,58,3.06,Yes,3,3,8,224
740,Manufacturing,North,Support,Basic,144767,11589,471012,77,1268,76354,14,6,5,3.74,Yes,8,51,5,123
741,Healthcare,North,Consulting,Basic,311445,39812,233615,97,1624,122743,16,8,16,3.6,No,26,9,8,357
742,Manufacturing,South,Support,Standard,226872,33128,557666,10,1721,178361,43,2,17,2.7,No,12,44,6,337
743,Healthcare,South,Support,Premium,480179,43652,180494,144,1312,43892,2,4,32,2.7,No,8,83,2,164
744,Manufacturing,West,Consulting,Premium,104330,32790,593090,194,725,139662,9,9,38,1.56,No,5,28,4,233
745,IT,East,Support,Premium,101707,45953,231277,104,1442,105057,46,7,58,3.05,Yes,20,52,9,279
746,IT,North,Support,Basic,330833,5249,551966,149,962,48409,41,0,32,3.35,No,18,28,4,176
747,IT,West,Support,Standard,79084,24309,356303,115,736,175542,22,7,52,2.91,Yes,13,22,5,283
748,IT,South,Consulting,Premium,90387,30901,71516,142,1549,159457,17,6,20,2.3,No,20,56,5,363
749,Retail,North,Consulting,Standard,386960,28576,372636,117,1644,164368,0,0,48,3.89,Yes,14,49,8,205
750,IT,East,Support,Basic,52642,36508,243163,187,1005,128566,34,9,56,1.3,No,2,20,6,154
751,Finance,South,Support,Premium,354281,14175,188023,51,1705,71716,30,9,2,4.66,Yes,4,42,7,280
752,Finance,South,Consulting,Standard,236633,30464,432339,111,1313,99152,43,5,20,1.08,Yes,20,9,6,160
753,Retail,South,Consulting,Basic,374404,21260,238838,133,1266,36382,0,0,47,4.85,Yes,17,75,5,79
